Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Tnk2,[1.05292814 7.75796601 9.82460427],[1.05292814 0.54988656 1.81725977],[1.26638919 0.63587774 3.35288679],1.17
Tnks2,[ 0.23886226  0.2719491  10.06762009],[0.23886226 0.17063569 0.32453447],[37.0202371  24.84586086 56.83659124],4.71
Tnrc18,[0.61785434 4.07706423 8.50235856],[0.61785434 0.38290908 1.03528491],[2.08541197 1.08480692 4.02378646],1.12
Tnrc6a,[ 0.90518501  3.32212392 16.15597261],[0.90518501 0.63890276 1.30740246],[4.86314568 2.80152559 8.1486616 ],3.46
Tnrc6b,[ 0.38633535 14.6220138  30.49178549],[0.38633535 0.2365762  0.56097073],[2.0853342  1.32045651 3.96365104],0.78
Tnrc6c,[0.19761042 0.58066442 5.41254734],[0.19761042 0.0845128  0.34359788],[ 9.32130021  4.57387794 25.7991993 ],1.37
Tns1,[0.20333534 0.65911807 3.82366477],[0.20333534 0.09739337 0.35681614],[ 5.80118334  2.84229707 13.86290594],0.9
Tns3,[1.01411712 2.24751997 3.35582116],[1.01411712 0.35415548 2.59300987],[1.49312184        nan        nan],1.04
Toe1,[ 0.84345834 34.3413479  40.34241406],[0.88563125 0.62594166 1.25164132],[1.10426269 0.75972729 1.90230561],0.97
Tollip,[  0.59827583 143.78316017 194.31322958],[0.59827583 0.42852081 0.85743469],[1.35143246 0.90719977 1.99925246],0.81
Tom1l2,[0.06082766 1.69652073 7.68680208],[0.06082766 0.03192385 0.11424475],[4.53092141 2.0634922  9.64242077],0.27
Tomm22,[ 1.17369635  4.50172394 19.40258342],[1.17369635 0.83795486 1.6851209 ],[4.31003404 2.47951189 7.27275568],4.01
Tomm34,[5.50448670e-01 3.75179937e+02 6.57964068e+02],[0.55044867 0.3558047  0.79038514],[1.70111747 1.16764994 2.54395913],0.96
Tomm6,[ 2.34896275  3.43093379 73.14131763],[2.34896275 1.86555958 2.94592653],[21.95774144 14.78766883 30.22800717],29.72
Tomm7,[ 2.08164794  4.53384369 59.76364203],[2.08164794 1.64402953 2.71180429],[13.18167235  8.42211684 18.84496393],18.81
Tomm70a,[ 0.9780255   2.79794354 24.70214619],[0.9780255  0.77150472 1.25334119],[ 8.82867929  6.06370863 12.49114761],6.4
Tonsl,[4.94811771e-01 3.13572200e+02 9.17336489e+02],[0.49481177 0.37513522 0.597139  ],[3.01320265 2.13605074 4.26763091],1.45
Top1,[ 0.46889849  0.61460681 12.43781695],[0.46889849 0.34837361 0.63790168],[20.23703083 12.84770573 30.6430765 ],5.38
Top1mt,[0.2399708  3.65023784 6.49258238],[0.2399708  0.11499424 0.44484956],[1.77867379 0.86428009 4.2839371 ],0.4
Top2a,[  1.07874398   4.25436311 118.05253694],[1.07874398 0.90576389 1.30220016],[27.74858046 20.59041392 35.84603487],23.88
Top2b,[  0.31680674 120.76287662 162.55876281],[0.31680674 0.20785622 0.52631626],[1.30571583 0.76069532 2.26921651],0.43
Top3a,[ 0.30679411 62.34616637 88.19456917],[0.30679411 0.20602008 0.47019558],[1.4145949  0.8733255  2.30185008],0.43
Topbp1,[0.92434972 2.40198921 7.95197954],[0.92434972 0.62266316 1.47156927],[3.31058088 1.59205987 5.93543565],2.21
Topors,[ 0.6500308   1.48793839 13.52426745],[0.6500308  0.48743092 0.87401277],[ 9.08926576  5.89460843 13.67101041],4.11
Tor1a,[0.01838994 0.00647667 1.30876961],[0.00367799        nan        nan],[2.02074341        nan        nan],0.97
Tor1aip1,[0.38252807 2.37200766 2.91585883],[0.0191264       nan       nan],[1.22927884        nan        nan],0.4
Tor1aip2,[0.47171628 0.54649218 9.13965457],[0.47171628 0.33264535 0.65553783],[16.72421833 10.4231718  27.35084527],4.23
Tor2a,[0.29019015 0.72501151 4.3178632 ],[0.29019015 0.15621761 0.50082144],[ 5.95557885  2.90726956 12.89717134],1.23
Tor3a,[ 0.07270583  6.12424419 17.53395175],[0.07997641 0.04729312 0.13045329],[2.60536576 1.40055934 5.45485253],0.21
Tox4,[1.04979193 0.9054227  4.73313328],[1.04979193 0.39657128 2.31154552],[5.22753988        nan        nan],2.54
Tpcn2,[0.06954155 0.64705225 3.9849518 ],[0.06954155 0.02999349 0.12858014],[ 6.15862443  2.99207807 15.29071627],0.39
Tpd52,[  2.8558306  252.27566814 384.93426346],[2.8558306  2.24643672 3.71494404],[1.52584776 1.17287702 1.96742715],4.31
Tpd52l1,[0.57312892 5.10707261 6.95941311],[0.57312892 0.2494265  1.02773296],[1.36270103 0.67434786 4.18561708],0.7
Tpd52l2,[ 1.82582361 17.82124082 40.59150332],[1.9171148  1.27688853 2.58817582],[2.14104133 1.45320489 4.03554188],3.77
Tpm1,[4.68437973e-01 2.92276937e+02 1.01014961e+03],[0.35132848        nan        nan],[7.18876831 5.53876861 9.57386501],1.62
Tpmt,[0.18759362 1.85167748 1.89866833],[0.00937968        nan        nan],[1.02537745        nan        nan],0.17
Tpp2,[  1.11152064 259.8979902  391.64776025],[1.11152064 0.85108253 1.49781648],[1.50692878 1.09267752 2.03253955],1.67
Tppp3,[0.06558512 1.1467812  4.02496147],[0.00327926        nan        nan],[3.50979023        nan        nan],0.22
Tpr,[ 2.03250878  2.51062482 54.96955044],[2.03250878 1.6186972  2.57682041],[21.894769   15.02563336 30.70160387],24.59
Tprgl,[ 0.60292632  3.67418767 10.41217864],[0.60292632 0.40631791 0.93948719],[2.83387229 1.5897548  4.88893212],1.47
Tprn,[0.34183918 0.46682568 1.        ],[0.34183918        nan        nan],[0.08568509        nan        nan],0.42
Tpst2,[1.30414371 2.52568229 4.99955749],[1.30414371 0.6015487  3.02533876],[1.97948789 0.56343002 6.75055082],1.7
Tpx2,[ 1.11392742  6.04251259 27.2829681 ],[1.11392742 0.8381366  1.56085784],[4.51516943 2.8846691  6.89347334],4.25
Tra2a,[ 0.9228297   6.22525433 17.07581314],[0.9228297  0.64494129 1.37178431],[2.66070073 1.59329381 4.65985645],2.2
Tra2b,[ 1.83205724  2.03808385 22.94520614],[1.83205724 1.37498742 2.49518093],[11.25822478  6.79069115 17.62911499],10.86
Tradd,[ 0.27721652 10.50130528 36.06126681],[0.29107734 0.22049742 0.34621487],[2.81586317 2.2202529  4.83069953],0.93
Traf2,[0.24258217 0.6911459  2.93298087],[0.24258217 0.04828614 0.50873841],[4.24364938        nan        nan],0.76
Traf3,[ 0.12929981  4.17846329 10.26931749],[0.12929981 0.06902761 0.22206385],[2.45767805 1.26754001 5.14456996],0.31
Traf6,[0.79713174 5.80992907 6.93899349],[0.79713174 0.38573273 1.45839738],[1.1943336  0.56526095 3.34964086],0.84
Traf7,[ 0.38991873  0.75516905 18.14923725],[0.38991873 0.30259636 0.49855382],[24.03334349 17.43872475 33.30815475],6.18
Traip,[  0.93463752 136.70511673 208.50793798],[0.93463752 0.70658555 1.26327409],[1.52523873 1.10545634 2.09828761],1.42
Trak2,[ 0.40123696 69.39500552 99.10031396],[0.42129881 0.28765241 0.60565786],[1.38521935 0.90506657 2.11930985],0.57
Trap1,[ 0.79647268  1.39429436 13.38067267],[0.79647268 0.60479524 1.04898626],[ 9.59673443  6.39113353 14.37923375],4.86
Trappc2l,[1.19488503e+00 7.61952157e+02 2.15696839e+03],[1.19488503 1.02299448 1.52322819],[2.83084491 2.25541909 3.62541044],3.38
Trappc5,[0.1455219  0.29089336 4.68521306],[0.1455219  0.08477521 0.22605862],[16.10629103  9.47276762 30.14690745],1.56
Trappc6a,[  1.58911316 403.71437621 423.42018585],[1.58911316 1.1650404  2.18228594],[1.0802756  0.75278228 1.47277905],1.66
Trappc6b,[0.77678725 1.98237189 8.5724738 ],[0.77678725 0.54817672 1.14594179],[4.32435198 2.39572887 7.15007809],2.41
Trappc8,[0.18626027 0.81177879 3.19621727],[0.18626027 0.0651468  0.35405225],[ 3.93730079  1.77890266 13.08230756],0.6
Trex1,[0.18433771 0.95916046 1.        ],[0.18433771 0.02814336 1.07025791],[1.04257842        nan        nan],0.16
Triap1,[ 0.55792789  3.27953769 13.47973895],[0.55792789 0.40789844 0.79649059],[4.11025584 2.49940939 6.36034581],1.96
Trib1,[0.05069689 0.21654608 1.57143967],[2.77555756e-17            nan            nan],[7.25683715        nan        nan],0.3
Trib3,[0.21220729 0.58665798 3.97970673],[0.21220729 0.11727731 0.34189139],[ 6.78369142  3.72821472 13.81246649],1.06
Trim11,[  1.06184402 191.31490064 210.32898932],[1.06184402 0.76284772 1.53314629],[1.09938634 0.74428481 1.58658058],1.16
Trim13,[  0.88329202 423.65599915 561.12473009],[0.88329202 0.64980163 1.22918229],[1.36421642 0.92685379 1.93903227],1.17
Trim2,[  0.731191    96.59058742 176.26993286],[0.731191   0.54667224 1.00015235],[1.82491832 1.29828515 2.57331304],1.32
Trim21,[0.00850548 0.15736058 1.92951364],[0.00042527        nan        nan],[12.26173421         nan         nan],0.1
Trim24,[0.22698354 1.31809721 8.74642488],[0.22698354 0.14743502 0.34575317],[ 6.63564477  3.82144526 11.40413041],1.28
Trim25,[1.16526674 2.8567407  6.71600768],[1.16526674 0.50315819 2.35158149],[2.35093359 0.83443692 8.80209758],1.95
Trim26,[ 0.10736508  0.78377153 13.33268397],[0.10736508 0.06969702 0.16021171],[17.01093171 10.1888244  28.87359613],1.61
Trim27,[ 0.16913395  0.27541742 12.03582771],[0.16913395 0.12116861 0.22962787],[43.70031419 29.60975179 66.07271698],4.58
Trim3,[4.54285336e-01 1.92174631e+02 5.95213418e+02],[0.43157107 0.34760475 0.56899291],[3.19017041 2.33963316 4.31103151],1.4
Trim32,[0.24632304 0.69221303 1.        ],[0.24632304 0.04774049 1.36378094],[1.44464197        nan        nan],0.26
Trim33,[ 0.43037992  4.70070857 10.72365055],[0.43037992 0.2572612  0.71616725],[2.28128385 1.22384688 4.47795508],0.9
Trim35,[0.29128614 2.08047381 5.34765833],[0.29128614 0.16312707 0.51522621],[2.57040405 1.25460164 5.2702006 ],0.66
Trim37,[0.25248952 0.5279866  4.28973505],[0.25248952 0.13185125 0.42346482],[ 8.12470438  4.1583355  18.07546675],1.39
Trim39,[0.07893789 0.39864827 2.99315977],[0.00394689        nan        nan],[7.50827235        nan        nan],0.49
Trim41,[0.3869432  0.54139419 2.03848384],[0.01934716        nan        nan],[3.76524885        nan        nan],0.85
Trim44,[0.14413275 0.28072533 3.68501507],[0.00720664        nan        nan],[29.66648589         nan         nan],1.25
Trim47,[  0.57971347  75.15658334 142.11644953],[0.57971347 0.43868249 0.77694893],[1.89093813 1.37154994 2.64444824],1.09
Trim59,[0.19851386 0.39510046 7.91595216],[0.19851386 0.14540746 0.2670575 ],[20.03528987 13.78574175 29.41465762],2.65
Trim6,[  2.05822304 303.70211387 346.40513547],[2.05822304 1.56598588 2.8247406 ],[1.14060825 0.81965167 1.52757506],2.33
Trim67,[0.02072788 0.44817367 1.        ],[3.46944695e-18            nan            nan],[2.23127788        nan        nan],0.04
Trio,[1.04247778e-01 7.87718365e+01 1.36299242e+02],[0.10424778 0.07084257 0.18421521],[1.73030423 0.88340251 3.56350022],0.18
Trip10,[ 1.12097865 19.93652046 20.99488534],[1.12097865 0.58896348 1.79146291],[1.05308674 0.61530822 2.7561247 ],1.12
Trip11,[0.25713846 1.39705053 3.54282637],[0.25713846 0.07941126 0.53645106],[2.53593288        nan        nan],0.55
Trip12,[  2.31803574  78.21998677 205.00258514],[2.31803574 1.61412258 2.93862885],[2.62084658 2.0073485  3.29996534],5.9
Trip13,[0.52258185 0.55541601 5.64338072],[0.52258185 0.33933826 0.78207366],[10.16063754  5.7275858  18.60254964],2.74
Trip6,[0.19993797 0.43594059 3.694422  ],[0.19993797 0.09209534 0.34410208],[ 8.4745997   4.27867155 21.17981079],1.16
Trit1,[0.6646677  2.78298449 6.04794981],[0.6646677  0.30027488 1.24196049],[2.17318847 0.94928565 6.66717883],1.17
Trmt1,[0.91222585 0.99436625 9.09677273],[0.91222585 0.65008196 1.30064223],[ 9.14831203  5.28699312 15.2427009 ],4.35
Trmt11,[0.79164708 2.73899909 3.29007121],[0.79164708 0.15717075 2.02549936],[1.20119471        nan        nan],0.74
Trmt12,[0.22619686 1.47552565 1.71782538],[8.32667268e-17            nan            nan],[1.16421248        nan        nan],0.23
Trmt2a,[0.85394412 5.62910026 9.38693732],[0.85394412 0.50125361 1.43238423],[1.6675733  0.84222422 3.60431772],1.24
Trmt5,[0.22558905 1.37431206 3.55008894],[0.22558905 0.07843042 0.45240479],[2.58317528 1.09693345 8.83688308],0.5
Trmt6,[ 0.59107859  1.11293567 16.59727661],[0.59107859 0.46716401 0.74709948],[14.91306024 10.76276179 20.59483432],5.76
Trmt61a,[0.61653774 2.47064034 8.45944505],[0.61653774 0.39198671 0.98471316],[3.42398889 1.7481243  6.51154611],1.69
Trmt61b,[0.02803614 0.11361877 2.02059117],[2.08166817e-17            nan            nan],[17.78395628         nan         nan],0.4
Trmu,[0.16386777 0.81069886 1.0814475 ],[0.00819339        nan        nan],[1.33396945        nan        nan],0.18
Trnau1ap,[0.05009306 0.04163297 3.57682957],[3.46944695e-17            nan            nan],[85.91339939         nan         nan],1.95
Trnp1,[0.04603118 2.16875458 3.14259826],[1.38777878e-17            nan            nan],[1.4490336       nan       nan],0.07
Trnt1,[ 0.42535604  2.3087361  10.10300837],[0.42535604 0.2883012  0.62422337],[4.37599099 2.55829122 7.41331751],1.57
Trp53,[ 2.99376523  7.45549859 32.86454467],[2.99376523 2.09631307 4.77017024],[4.40809481 1.99098645 8.01488213],9.42
Trp53bp2,[ 0.74582185 40.23639856 40.74150698],[0.74582185 0.36507053 1.15632256],[1.01255352 0.62307963 2.76184337],0.74
Trp53i11,[0.24061    0.76445823 7.08264816],[0.24061    0.15983376 0.34730918],[ 9.26492497  5.75023347 15.5203236 ],1.7
Trp53i13,[  0.32495644 159.07794505 163.57202952],[0.32495644 0.20006286 0.54478924],[1.02825083 0.58376384 1.78276425],0.33
Trp53inp1,[0.41496446 1.48830564 6.45882944],[0.41496446 0.22942409 0.67559455],[4.3397198  2.18414213 9.6276315 ],1.41
Trp53inp2,[ 0.0675541  34.91690542 46.58615754],[0.0675541  0.0322849  0.15412533],[1.33420064 0.5180722  3.65159987],0.09
Trp53rk,[  1.11260931  58.68218024 103.13403542],[1.11260931 0.72558871 1.54162967],[1.75750177 1.26526839 2.42641324],1.92
Trp73,[0.06433248 1.26199506 6.25068517],[0.06433248 0.02698639 0.11795045],[ 4.95301873  2.36498006 12.73181854],0.3
Trpc4ap,[1.0396321  5.15762501 6.28356139],[1.0396321  0.52382466 1.99585426],[1.2183052 0.5399782 3.3752981],1.05
Trpm4,[ 0.48510889  9.49619024 14.50144987],[0.48510889 0.27328033 0.73762135],[1.52708081 0.88930668 3.26138964],0.7
Trpm7,[ 0.43430262  5.56620552 18.37175622],[0.43430262 0.2969865  0.63497375],[3.30058891 2.03524677 5.49771038],1.33
Trpt1,[0.13129269 0.37978523 1.52363683],[2.77555756e-17            nan            nan],[4.01183807        nan        nan],0.39
Trrap,[ 1.72893237  2.93536355 10.67852236],[1.72893237 1.1232524  2.98198474],[3.6378875  1.42389942 7.38564042],3.96
Trub1,[0.18267308 0.42468528 4.69597255],[0.18267308 0.09709943 0.30019686],[11.05753558  5.91011083 23.47441093],1.41
Trub2,[1.38454866 2.58341224 6.91732872],[1.38454866 0.79490079 2.78950992],[2.67759385 0.86784016 6.51582413],2.41
Tsc1,[0.28123072 0.80570081 8.66716953],[0.28123072 0.18769035 0.41901838],[10.75730517  6.23478318 18.21644662],2.24
Tsc2,[0.29909414 0.56208026 2.71782147],[1.11022302e-16            nan            nan],[4.83529076        nan        nan],0.94
Tsc22d1,[ 1.93919983  2.38556357 36.80199486],[1.93919983 1.51189261 2.53503573],[15.42696045 10.08396884 22.21703597],16.5
Tsc22d4,[0.34101365 0.37599779 3.07233425],[0.01705068        nan        nan],[8.17114971        nan        nan],1.46
Tsen15,[ 0.51007273  5.49647309 11.05209232],[0.51007273 0.31221181 0.81683302],[2.01076074 1.10838777 3.87774379],0.94
Tsen34,[0.21638139 0.28507043 4.60635592],[0.21638139 0.11179081 0.35574074],[16.15865897  8.59039946 36.05033064],1.99
Tsen54,[ 0.6518854  57.83764252 58.51936549],[0.6518854  0.45092586 0.99505883],[1.01178684 0.64740412 1.54211074],0.65
Tsfm,[  2.58565523  62.76515084 108.08918814],[2.58565523 1.64319609 3.45683456],[1.72212106 1.2426505  3.70585709],4.28
Tsg101,[0.79921889 1.22357201 4.55272914],[0.79921889 0.4831853  1.36631072],[3.72085101 1.66487176 7.765972  ],1.8
Tsn,[ 1.56829591  8.50563982 43.47818706],[1.6467107  1.23010941 2.22031359],[4.65163716 3.01772241 7.41200953],6.77
Tspan13,[ 0.97209118 10.09145391 21.05426757],[0.97209118 0.64588751 1.41838825],[2.0863463  1.29135624 3.82839394],1.85
Tspan14,[0.05905408 0.09429735 8.32008322],[0.05905408 0.03099973 0.10046594],[ 88.23241435  48.21819336 178.11421162],3.2
Tspan15,[0.15106508 0.66089714 2.05949537],[2.77555756e-17            nan            nan],[3.11621165        nan        nan],0.38
Tspan17,[0.25894338 1.05166473 3.28730057],[0.25894338 0.0965397  0.50472195],[ 3.12580661  1.31929386 10.1107352 ],0.65
Tspan3,[ 1.13703508  3.80636142 11.86210308],[1.13703508 0.72576608 1.84973598],[3.11638906 1.52135017 6.31195655],2.73
Tspan31,[ 0.79420914  2.42994272 10.51958218],[0.79420914 0.56372163 1.1649137 ],[4.32914821 2.41413409 7.10725299],2.59
Tspan9,[0.16828592 2.81304487 4.48156592],[0.16828592 0.0339101  0.35297844],[1.59313702        nan        nan],0.25
Tspo,[  0.75223353  80.40845214 110.25242935],[0.94029191 0.69304262 1.3524759 ],[1.04207759 0.71299818 1.47773883],1.02
Tspo2,[0.02794117 0.27628086 2.75629817],[1.73472348e-17            nan            nan],[9.97643552        nan        nan],0.25
Tsr1,[  2.4304918  375.97120805 635.39218192],[2.4304918  1.92654924 3.10603434],[1.69000224 1.30548582 2.16362836],4.08
Tssc1,[0.95411383 3.32676431 8.03896063],[0.95411383 0.58451365 1.67458362],[2.4164503  1.07131075 5.02819099],1.79
Tssc4,[0.33466499 0.45249368 2.04900594],[0.01673325        nan        nan],[4.52825321        nan        nan],0.87
Tst,[0.30652851 1.57054905 8.50785688],[0.30652851 0.21944837 0.43464777],[5.41712269 3.39172337 8.32846779],1.39
Tsta3,[0.54245006 0.74910963 6.86346742],[0.54245006 0.37578363 0.77167173],[ 9.1621669   5.54662637 15.35012868],2.88
Tstd2,[0.33718912 2.38169589 2.53415625],[1.66533454e-16            nan            nan],[1.06401336        nan        nan],0.31
Ttc1,[  1.80488166 197.29342726 433.20633891],[1.89512574 1.48880807 2.33959551],[2.12987404 1.66323318 2.69432119],3.93
Ttc14,[  0.66476633 125.28166759 214.11444689],[0.69800465 0.49584413 0.97727597],[1.6065206  1.10197099 2.37463921],1.13
Ttc17,[0.3430959  1.17784626 1.32499599],[0.3430959  0.04372817 1.45816143],[1.12493118        nan        nan],0.3
Ttc23,[ 0.20737053  1.93496819 12.02424844],[0.20737053 0.14294979 0.28931848],[6.40060955 4.01102725 9.99940387],1.16
Ttc27,[0.20862167 0.30063111 4.1365184 ],[0.20862167 0.10805415 0.34196873],[13.7594487   7.38705943 30.34992894],1.69
Ttc28,[ 0.22503939  1.24311811 10.71496017],[0.22503939 0.15920608 0.31346531],[ 8.6194225   5.58099054 13.40608588],1.64
Ttc3,[ 0.73320347  4.28075044 20.19842978],[0.73320347 0.53546248 0.99842656],[4.71843198 3.06907425 7.51165378],2.95
Ttc30a1,[0.05119075 0.08017996 2.44706814],[0.00255954        nan        nan],[30.51969693         nan         nan],0.95
Ttc30b,[0.0083696  0.41651156 3.72720786],[0.00041848        nan        nan],[8.94863014        nan        nan],0.07
Ttc32,[ 0.26716267 10.74198495 16.38043368],[0.3205952  0.19069713 0.4363872 ],[1.38765738 0.87226164 2.25951982],0.4
Ttc39b,[  0.55220462 107.79288388 159.0759477 ],[0.55220462 0.40876068 0.78433885],[1.43148289 0.99245191 2.09412157],0.81
Ttc4,[0.52584389 1.05807398 4.70458291],[0.52584389 0.32401989 0.84841918],[4.44636479 2.25627073 8.62994682],1.56
Ttc9c,[ 0.62792137  5.2491758  11.60314485],[0.62792137 0.40365164 0.97598846],[2.21046985 1.24215115 4.09566965],1.24
Ttf1,[ 0.56179589  7.31434623 18.20142428],[0.53370609 0.35901772 0.81808313],[2.63776271 1.56448862 4.61385894],1.3
Ttk,[0.71370482 0.44235595 2.80855127],[0.03568524        nan        nan],[6.3490754       nan       nan],1.73
Ttl,[0.19918485 0.5337449  4.26410664],[0.19918485 0.11396662 0.31193661],[ 7.98903493  4.57272114 15.57579972],1.16
Ttll1,[ 0.27315635 18.39123018 22.52205828],[0.27315635 0.1233693  0.46269779],[1.22460858 0.67969075 3.19937355],0.33
Ttll12,[0.47846585 1.77907287 6.70638288],[0.47846585 0.30848398 0.74491145],[3.76959427 2.01906597 6.82943217],1.42
